"","geometry","elevation","elev_units"
"28714",c(-93.09, 15.772778),1500,"meters"
"28715",c(-93.236361, 17.0415),891,"meters"
"28716",c(-92.965972, 15.730444),1279,"meters"
"28717",c(-92.980555, 15.7),1408,"meters"
"28718",c(-93.6875, 16.282222),1211,"meters"
"28719",c(-92.678055, 15.510556),1914,"meters"
"28720",c(-92.458333, 16.725),2208,"meters"
"28721",c(-92.098694, 15.08625),1897,"meters"
"28722",c(-92.298333, 16.476667),2300,"meters"
"28723",c(-92.436111, 16.844444),1659,"meters"
"28724",c(-92.132111, 15.103861),2440,"meters"
"28725",c(-92.072222, 15.063889),2063,"meters"
"28726",c(-92.740278, 15.575639),1771,"meters"
"28727",c(-92.533333, 16.55),1791,"meters"
"28728",c(-92.30525, 15.234889),1516,"meters"
"28729",c(-93.050805, 15.805917),1548,"meters"
"28730",c(-93.470833, 15.972778),1117,"meters"
"28731",c(-92.641667, 15.425),941,"meters"
"28732",c(-92.980555, 15.7),1408,"meters"
"28733",c(-92.261222, 15.239667),1921,"meters"
"28734",c(-92.174333, 15.10025),1802,"meters"
"28735",c(-92.101528, 15.103667),2440,"meters"
"28736",c(-93.313055, 15.971389),1114,"meters"
"28737",c(-92.709611, 15.576806),1944,"meters"
"28738",c(-92.137694, 15.099667),1802,"meters"
"28739",c(-93.763055, 16.662222),590,"meters"
"28740",c(-93.375, 16.147222),755,"meters"
"28741",c(-92.607722, 15.549083),1841,"meters"
"28742",c(-93.148361, 17.159028),1663,"meters"
"28743",c(-93.030555, 15.813889),1389,"meters"
"28744",c(-92.657611, 15.459333),1539,"meters"
"28745",c(-93.084444, 15.861667),1367,"meters"
"28746",c(-92.936111, 15.7),1532,"meters"
"28747",c(-92.943611, 15.722778),1532,"meters"
"28748",c(-92.160305, 15.105389),1802,"meters"
"28749",c(-92.521389, 16.6825),2451,"meters"
"28750",c(-93.009555, 16.844972),1179,"meters"
"28751",c(-93.484722, 15.9975),1410,"meters"
"28752",c(-93.131339, 17.040283),964,"meters"
"28753",c(-92.896111, 16.138056),601,"meters"
"28754",c(-94.026778, 16.78725),889,"meters"
"28755",c(-92.786111, 15.572694),1377,"meters"
"28756",c(-92.952222, 15.721389),1532,"meters"
"28757",c(-93.074444, 15.816667),1522,"meters"
"28758",c(-92.145861, 15.162167),2006,"meters"
"28759",c(-93.054361, 15.810556),1389,"meters"
"28760",c(-92.304555, 15.240806),1516,"meters"
"28761",c(-93.017778, 15.801111),1548,"meters"
"28762",c(-92.943611, 15.722778),1532,"meters"
"28763",c(-92.957222, 15.722778),1532,"meters"
"28764",c(-92.13775, 15.141806),2006,"meters"
"28765",c(-93.048028, 15.821333),1389,"meters"
"28766",c(-93.09, 15.772778),1500,"meters"
"28767",c(-92.976867, 16.968117),1256,"meters"
"28768",c(-93.068889, 15.783889),1500,"meters"
"28769",c(-92.014444, 16.334167),1693,"meters"
"28770",c(-93.463889, 16.007778),1351,"meters"
"28771",c(-92.108, 15.108028),2440,"meters"
"28772",c(-92.607722, 15.549083),1841,"meters"
"28773",c(-93.05125, 15.849806),1389,"meters"
"28774",c(-93.713055, 16.243333),1242,"meters"
"28775",c(-93.050611, 15.77425),1548,"meters"
"28776",c(-92.981667, 15.701111),1408,"meters"
"28777",c(-92.672222, 15.642222),1522,"meters"
"28778",c(-93.045555, 15.822056),1389,"meters"
"28779",c(-92.705555, 15.695556),1399,"meters"
"28780",c(-93.455833, 16.877778),919,"meters"
"28781",c(-92.808333, 15.641667),1472,"meters"
"28782",c(-92.084778, 15.097917),2657,"meters"
"28783",c(-93.09, 15.776944),1500,"meters"
"28784",c(-93.057944, 16.912997),594,"meters"
"28785",c(-92.8075, 15.657222),1629,"meters"
"28786",c(-93.463889, 16.007778),1351,"meters"
"28787",c(-92.148528, 15.092389),1398,"meters"
"28788",c(-92.139444, 15.138333),1802,"meters"
"28789",c(-92.304555, 15.240806),1516,"meters"
"28790",c(-92.136389, 15.154694),2006,"meters"
"28791",c(-92.092305, 15.092444),1897,"meters"
"28792",c(-93.220833, 15.941944),1000,"meters"
"28793",c(-92.569444, 15.6425),1175,"meters"
"28794",c(-92.102722, 15.08425),1897,"meters"
"28795",c(-92.171861, 15.094222),1398,"meters"
"28796",c(-92.633333, 15.425),1077,"meters"
"28797",c(-92.6325, 16.704167),2307,"meters"
"28798",c(-93.558333, 16.608333),513,"meters"
"28799",c(-94.058333, 16.641667),1314,"meters"
"28800",c(-92.594444, 16.955556),1605,"meters"
"28801",c(-92.971944, 15.765),1405,"meters"
"28802",c(-92.936111, 15.7),1532,"meters"
"28803",c(-92.971944, 15.765),1405,"meters"
"28804",c(-92.952222, 15.721389),1532,"meters"
"28805",c(-92.995222, 16.918386),1141,"meters"
"28806",c(-93.454444, 15.975278),1117,"meters"
"28807",c(-93.501944, 16.175),979,"meters"
"28808",c(-92.014444, 16.334167),1693,"meters"
"28809",c(-93.148361, 17.159028),1663,"meters"
"28810",c(-92.633333, 15.425),1077,"meters"
"28811",c(-93.052694, 16.961417),921,"meters"
"28812",c(-93.033333, 15.755556),1532,"meters"
"28813",c(-93.449444, 16.057778),1278,"meters"
"28814",c(-91.210833, 16.163611),378,"meters"
"28815",c(-92.097639, 15.088861),1897,"meters"
"28816",c(-92.607722, 15.549083),1841,"meters"
"28817",c(-93.048028, 17.0255),1076,"meters"
"28818",c(-92.246944, 15.402778),2275,"meters"
"28819",c(-92.600555, 15.483611),1911,"meters"
"28820",c(-92.316944, 15.266944),1420,"meters"
"28821",c(-92.132111, 15.103861),2440,"meters"
"28822",c(-92.364722, 16.723056),2034,"meters"
"28823",c(-109.9, 23.53),1457,"meters"
"28824",c(-113.010944, 27.589722),1005,"meters"
"28825",c(-116.516667, 32.216667),546,"meters"
"28826",c(-115.15, 30.53),1207,"meters"
"28827",c(-109.98, 23.5),1497,"meters"
"28828",c(-110, 23.54),1208,"meters"
"28829",c(-113.67, 28.83),1044,"meters"
"28830",c(-115.25, 28.2167),154,"meters"
"28831",c(-113.6333, 28.71667),803,"meters"
"28832",c(-109.92, 23.57),1242,"meters"
"28833",c(-113.5, 27.6),62,"meters"
"28834",c(-115.417, 31.4),889,"meters"
"28835",c(-116.0411, 32.57),1146,"meters"
"28836",c(-111.5917, 26.05833),855,"meters"
"28837",c(-115.391667, 30.983333),2190,"meters"
"28838",c(-110.7667, 24.81667),603,"meters"
"28839",c(-113.02, 27.6),1005,"meters"
"28840",c(-109.92, 23.6),1242,"meters"
"28841",c(-113.67, 28.83),1044,"meters"
"28842",c(-115.63548, 31.10998),1389,"meters"
"28843",c(-118.283, 29.175),311,"meters"
"28844",c(-116.85, 32.53333),494,"meters"
"28845",c(-116.61667, 32.48333),603,"meters"
"28846",c(-112.05, 26.41667),608,"meters"
"28847",c(-116.65, 31.98333),292,"meters"
"28848",c(-118.33333, 29.13333),526,"meters"
"28849",c(-109.968611, 23.593611),1355,"meters"
"28850",c(-116.45, 32.23333),627,"meters"
"28851",c(-115.46667, 31.05),2224,"meters"
"28852",c(-114.06667, 29.33333),1229,"meters"
"28853",c(-115.63548, 31.10998),1389,"meters"
"28854",c(-116.46667, 32.23333),627,"meters"
"28855",c(-116.61667, 32.48333),603,"meters"
"28856",c(-115.53333, 31),2334,"meters"
"28857",c(-116.6, 32.03333),416,"meters"
"28858",c(-113.916667, 28.783333),378,"meters"
"28859",c(-115.269617, 29.530767),123,"meters"
"28860",c(-113.156, 27.6889),605,"meters"
"28861",c(-115.55, 31.21667),1536,"meters"
"28862",c(-115.55, 31.21667),1536,"meters"
"28863",c(-115.58333, 30.96667),2020,"meters"
"28864",c(-116.21667, 31.88333),708,"meters"
"28865",c(-114.155211, 29.070126),395,"meters"
"28866",c(-116.86667, 32.1),101,"meters"
"28867",c(-115.58333, 32.05),98,"meters"
"28868",c(-113.017, 27.6),1005,"meters"
"28869",c(-109.93333, 23.6),1242,"meters"
"28870",c(-115.91667, 32.05),1667,"meters"
"28871",c(-116.091667, 31.9125),1194,"meters"
"28872",c(-114.249809, 29.298728),595,"meters"
"28873",c(-115.582134, 31.282934),1072,"meters"
"28874",c(-116.543119, 32.299509),462,"meters"
"28875",c(-115.58333, 30.83333),1257,"meters"
"28876",c(-118.31667, 29.15),311,"meters"
"28877",c(-115.55, 30.83333),1609,"meters"
"28878",c(-110.03333, 23.43333),442,"meters"
"28879",c(-116.136939, 32.425434),1356,"meters"
"28880",c(-109.982947, 23.554553),1536,"meters"
"28881",c(-116.13267, 32.47704),1296,"meters"
"28882",c(-109.89158, 23.34079),987,"meters"
"28883",c(-116.08184, 32.3879),1392,"meters"
"28884",c(-109.916667, 23.6),1242,"meters"
"28885",c(-110.063, 24.1246),364,"meters"
"28886",c(-116.14246, 32.47492),1296,"meters"
"28887",c(-109.945702, 23.684015),844,"meters"
"28888",c(-116.08105, 32.46283),1298,"meters"
"28889",c(-109.966667, 23.15),753,"meters"
"28890",c(-115.4652, 31.0449),2224,"meters"
"28891",c(-109.941647, 23.683938),855,"meters"
"28892",c(-116.12455, 32.41224),1356,"meters"
"28893",c(-116.236734, 32.418484),1119,"meters"
"28894",c(-109.86667, 23.21667),927,"meters"
"28895",c(-109.4906, 23.33),386,"meters"
"28896",c(-109.883333, 23.55),1162,"meters"
"28897",c(-109.983333, 23.383333),1013,"meters"
"28898",c(-116.854444, 32.546111),494,"meters"
"28899",c(-112.31758, 27.016717),491,"meters"
"28900",c(-115.563889, 30.979167),1999,"meters"
"28901",c(-114.081389, 29.345833),1155,"meters"
"28902",c(-115.549167, 31.212778),1536,"meters"
"28903",c(-112.6, 27.483333),731,"meters"
"28904",c(-116.2521, 32.5088),1102,"meters"
"28905",c(-112.5894, 27.4891),731,"meters"
"28906",c(-115.479, 31.0522),2404,"meters"
"28907",c(-116.568, 32.4794),707,"meters"
"28908",c(-116.3323, 31.2935),231,"meters"
"28909",c(-116.0487, 32.5608),1146,"meters"
"28910",c(-109.947715, 23.687215),844,"meters"
"28911",c(-109.85, 23.21667),697,"meters"
"28912",c(-115.82318, 31.73689),1492,"meters"
"28913",c(-118.2742, 29.0423),646,"meters"
"28914",c(-115.616667, 30.966667),1543,"meters"
"28915",c(-116.0894, 32.5093),1298,"meters"
"28916",c(-116.3224, 31.8882),733,"meters"
"28917",c(-116.407, 31.3347),202,"meters"
"28918",c(-116.0455, 30.966),225,"meters"
"28919",c(-116.817, 31.9833),12,"meters"
"28920",c(-113.63333, 28.81667),1044,"meters"
"28921",c(-115.3988, 30.9949),2190,"meters"
"28922",c(-118.316667, 29.1),625,"meters"
"28923",c(-116.3926, 31.6137),467,"meters"
"28924",c(-113.63333, 28.71667),803,"meters"
"28925",c(-115.2334, 30.5997),1450,"meters"
"28926",c(-118.3125, 29.15),311,"meters"
"28927",c(-116.2475, 31.1607),188,"meters"
"28928",c(-115.62194, 31.09805),1428,"meters"
"28929",c(-115.7617, 31.2627),1131,"meters"
"28930",c(-116.2267, 31.1975),208,"meters"
"28931",c(-116.2475, 31.1607),188,"meters"
"28932",c(-118.2742, 29.0403),646,"meters"
"28933",c(-118.3125, 29.14583),311,"meters"
"28934",c(-118.29333, 29.168333),311,"meters"
"28935",c(-113.625, 28.90833),631,"meters"
"28936",c(-115.75098, 31.6325),1309,"meters"
"28937",c(-116.1568, 32.5011),1137,"meters"
"28938",c(-113, 27.51667),903,"meters"
"28939",c(-118.3037, 29.1575),311,"meters"
"28940",c(-116.041, 32.5594),1146,"meters"
"28941",c(-116.46041, 31.62537),348,"meters"
"28942",c(-115.3943, 30.9714),2407,"meters"
"28943",c(-116.194, 32.2423),1308,"meters"
"28944",c(-118.32647, 29.14413),265,"meters"
"28945",c(-109.92, 23.63),1007,"meters"
"28946",c(-115.133333, 30.525),844,"meters"
"28947",c(-110.1, 24.066667),714,"meters"
"28948",c(-115.4667, 31.06667),1856,"meters"
"28949",c(-110.07, 23.5),435,"meters"
"28950",c(-111.575, 26.05833),745,"meters"
"28951",c(-116.8333, 31.98333),12,"meters"
"28952",c(-109.92, 23.6),1242,"meters"
"28953",c(-116.125, 32.4811),1296,"meters"
"28954",c(-118.3181, 29.15944),311,"meters"
"28955",c(-113.783333, 28.85),627,"meters"
"28956",c(-116.767, 32),316,"meters"
"28957",c(-116.161344, 32.471184),1254,"meters"
"28958",c(-115.15, 30.533333),1207,"meters"
"28959",c(-115.493056, 31.015278),2490,"meters"
"28960",c(-114.233333, 29.283333),595,"meters"
"28961",c(-110.016667, 23.633333),919,"meters"
"28962",c(-114.233333, 29.283333),595,"meters"
"28963",c(-109.92, 23.6),1242,"meters"
"28964",c(-115.720833, 31.6875),1332,"meters"
"28965",c(-115.85, 32.1),1502,"meters"
"28966",c(-116.5675, 32.47944),707,"meters"
"28967",c(-116.3, 30.9833),61,"meters"
"28968",c(-116.76667, 31.93333),75,"meters"
"28969",c(-115.717, 31.05),1087,"meters"
"28970",c(-115.41667, 31.4),889,"meters"
"28971",c(-115.28333, 31.03333),588,"meters"
"28972",c(-113, 27.58333),929,"meters"
"28973",c(-116.61667, 32.48333),603,"meters"
"28974",c(-116.65, 31.9833),292,"meters"
"28975",c(-116.5206, 32.2417),494,"meters"
"28976",c(-115.58333, 31.5),1552,"meters"
"28977",c(-112.6, 27.483333),731,"meters"
"28978",c(-115.582134, 31.282934),1072,"meters"
"28979",c(-114.05, 29.26667),1135,"meters"
"28980",c(-115.55, 31.33333),1125,"meters"
"28981",c(-115.05, 31.43333),53,"meters"
"28982",c(-115.91667, 32.05),1667,"meters"
"28983",c(-116.45, 32.45),867,"meters"
"28984",c(-115.55, 31.21667),1536,"meters"
"28985",c(-115.5, 31.05),2404,"meters"
"28986",c(-115.5, 30.95),2437,"meters"
"28987",c(-116.61667, 31.96667),357,"meters"
"28988",c(-112.6, 27.4833),731,"meters"
"28989",c(-109.91667, 23.65),855,"meters"
"28990",c(-114.05, 29.26667),1135,"meters"
"28991",c(-115.48333, 30.95),2437,"meters"
"28992",c(-115.55, 30.83333),1609,"meters"
"28993",c(-115.58333, 30.83333),1257,"meters"
"28994",c(-110.112988, 23.133949),-42,"meters"
"28995",c(-109.940333, 23.940333),16,"meters"
"28996",c(-109.973613, 23.573071),1355,"meters"
"28997",c(-109.941333, 23.684845),855,"meters"
"28998",c(-110.041667, 23.641667),710,"meters"
"28999",c(-110.03333, 23.51667),695,"meters"
"29000",c(-109.982947, 23.554553),1536,"meters"
"29001",c(-109.92589, 23.604583),1007,"meters"
"29002",c(-109.93442, 23.68403),855,"meters"
"29003",c(-109.86542, 23.22275),927,"meters"
"29004",c(-116.11447, 32.448064),1296,"meters"
"29005",c(-116.065431, 32.468749),1298,"meters"
"29006",c(-110.213052, 23.392943),-48,"meters"
"29007",c(-109.91629, 23.61495),1007,"meters"
"29008",c(-109.563034, 23.325171),463,"meters"
"29009",c(-109.982948, 23.556869),1536,"meters"
"29010",c(-109.981904, 23.555713),1536,"meters"
"29011",c(-109.916667, 23.233333),964,"meters"
"29012",c(-109.941647, 23.683938),855,"meters"
"29013",c(-109.877837, 23.564187),1035,"meters"
"29014",c(-109.998286, 23.553231),1208,"meters"
"29015",c(-109.926227, 23.186376),954,"meters"
"29016",c(-115.283333, 31.033333),588,"meters"
"29017",c(-109.595899, 23.344707),441,"meters"
"29018",c(-111.584416, 26.106922),742,"meters"
"29019",c(-110.127891, 24.096627),695,"meters"
"29020",c(-112.5658, 26.88337),763,"meters"
"29021",c(-109.59518, 23.41147),259,"meters"
"29022",c(-110.01667, 23.25),403,"meters"
"29023",c(-112.4375, 26.887778),1108,"meters"
"29024",c(-115.566667, 30.983333),1999,"meters"
"29025",c(-113.083333, 27.583333),986,"meters"
"29026",c(-109.864167, 23.220556),927,"meters"
"29027",c(-114.051667, 29.272778),1135,"meters"
"29028",c(-114.051667, 29.272778),1135,"meters"
"29029",c(-115.333333, 31.066667),432,"meters"
"29030",c(-112.342778, 26.880556),793,"meters"
"29031",c(-114.086667, 29.369167),1155,"meters"
"29032",c(-113.015555, 27.593889),1005,"meters"
"29033",c(-112.55, 26.883333),763,"meters"
"29034",c(-110.15, 23.966667),622,"meters"
"29035",c(-109.5641, 23.4106),326,"meters"
"29036",c(-116.444, 31.4367),280,"meters"
"29037",c(-116.32808, 31.88934),733,"meters"
"29038",c(-116.4993, 31.8908),377,"meters"
"29039",c(-116.4265, 31.5997),334,"meters"
"29040",c(-113.1718, 27.4936),218,"meters"
"29041",c(-116.4445, 31.6147),348,"meters"
"29042",c(-116, 32.58333),550,"meters"
"29043",c(-115.5624, 30.9987),1999,"meters"
"29044",c(-112.6, 27.48333),731,"meters"
"29045",c(-116.3167, 31.3),231,"meters"
"29046",c(-113.63333, 28.88333),908,"meters"
"29047",c(-115.146, 30.4978),1340,"meters"
"29048",c(-110.08333, 23.51667),435,"meters"
"29049",c(-115.83333, 31.41667),1082,"meters"
"29050",c(-109.973343, 23.573265),1355,"meters"
"29051",c(-115.549, 31.2128),1536,"meters"
"29052",c(-111.591667, 26.083333),742,"meters"
"29053",c(-118.29482, 29.14955),311,"meters"
"29054",c(-116.43489, 31.89999),646,"meters"
"29055",c(-115.9066, 32.2497),1412,"meters"
"29056",c(-118.2742, 29.0403),646,"meters"
"29057",c(-116.52061, 32.154416),559,"meters"
"29058",c(-115.4403, 30.7759),1769,"meters"
"29059",c(-115.9408, 32.2168),1642,"meters"
"29060",c(-115.6784, 30.9582),1120,"meters"
"29061",c(-115.4097, 31.0235),1703,"meters"
"29062",c(-115.9066, 32.2497),1412,"meters"
"29063",c(-115.55, 31.2667),1367,"meters"
"29064",c(-116.3003, 31.9764),678,"meters"
"29065",c(-115.95, 32.1667),1708,"meters"
"29066",c(-115.6756, 30.9579),1120,"meters"
"29067",c(-113.63333, 28.88333),908,"meters"
"29068",c(-116.892, 32.15362),152,"meters"
"29069",c(-118.2833, 29.175),311,"meters"
"29070",c(-115.1944, 28.287),314,"meters"
"29071",c(-109.97509, 23.547647),1536,"meters"
"29072",c(-116.3231, 31.8888),733,"meters"
"29073",c(-116.194, 32.2423),1308,"meters"
"29074",c(-113.63333, 28.85),908,"meters"
"29075",c(-114.11667, 29.31667),1091,"meters"
"29076",c(-115.412, 30.903),2358,"meters"
"29077",c(-97.100138, 19.637072),2131,"meters"
"29078",c(-100.342222, 21.886944),1911,"meters"
"29079",c(-100.324855, 21.920783),1911,"meters"
"29080",c(-100.346192, 21.921667),1886,"meters"
"29081",c(-106.356692, 31.349886),1366,"meters"
"29082",c(-106.21955, 31.135181),1484,"meters"
"29083",c(-106.257067, 31.210544),1525,"meters"
"29084",c(-106.236278, 31.16575),1525,"meters"
"29085",c(-106.258805, 31.209639),1525,"meters"
"29086",c(-106.35285, 31.343556),1366,"meters"
"29087",c(-96.859444, 19.2025),962,"meters"
"29088",c(-96.88, 19.2125),1084,"meters"
"29089",c(-96.88, 19.2125),1084,"meters"
"29090",c(-92.583333, 16.666667),2398,"meters"
"29091",c(-96.450833, 17.208889),2207,"meters"
"29092",c(-99.435555, 19.711667),2490,"meters"
"29093",c(-95.096933, 18.492833),573,"meters"
"29094",c(-103.298111, 22.230528),2168,"meters"
"29095",c(-104.033333, 19.3),1036,"meters"
"29096",c(-97.143889, 18.613889),2487,"meters"
"29097",c(-103.868333, 21.910833),2255,"meters"
"29098",c(-96.491389, 17.255556),1936,"meters"
"29099",c(-97.044444, 19.515472),2620,"meters"
"29100",c(-96.801944, 19.513056),973,"meters"
"29101",c(-97.043611, 19.490278),2361,"meters"
"29102",c(-97.043611, 19.490278),2361,"meters"
"29103",c(-96.093417, 15.995694),1219,"meters"
"29104",c(-99.9425, 18.824444),2162,"meters"
"29105",c(-97.484167, 17.818333),2311,"meters"
"29106",c(-98.694722, 17.125833),1866,"meters"
"29107",c(-97.009889, 18.651972),1702,"meters"
"29108",c(-96.88, 19.2125),1084,"meters"
"29109",c(-96.5804, 17.18424),2626,"meters"
"29110",c(-99.2959, 21.037033),1140,"meters"
"29111",c(-95.878333, 16.657556),980,"meters"
"29112",c(-95.054011, 17.893667),86,"meters"
"29113",c(-105.028861, 22.367278),382,"meters"
"29114",c(-97.00775, 18.653556),1702,"meters"
"29115",c(-96.94, 19.5525),1437,"meters"
"29116",c(-96.9375, 19.551667),1437,"meters"
"29117",c(-96.904619, 19.595031),1251,"meters"
"29118",c(-104.82403, 20.726717),1683,"meters"
"29119",c(-96.960278, 19.149722),1413,"meters"
"29120",c(-96.88, 19.2125),1084,"meters"
"29121",c(-105.060833, 20.384167),1639,"meters"
"29122",c(-97.591667, 16.92),2489,"meters"
"29123",c(-97.613694, 16.918972),2489,"meters"
"29124",c(-97.320278, 18.791667),2415,"meters"
"29125",c(-97.458889, 17.811944),2311,"meters"
"29126",c(-103.249444, 19.259722),1740,"meters"
"29127",c(-96.683833, 17.967361),968,"meters"
"29128",c(-96.745, 19.324167),563,"meters"
"29129",c(-101.232778, 17.964444),1513,"meters"
"29130",c(-92.683333, 15.65),1518,"meters"
"29131",c(-96.88, 19.2125),1084,"meters"
"29132",c(-92.6, 16.716667),2307,"meters"
"29133",c(-97.083333, 18.85),1273,"meters"
"29134",c(-103.843611, 20.808333),1790,"meters"
"29135",c(-101.710833, 19.533611),2143,"meters"
"29136",c(-99.225, 23.11),1857,"meters"
"29137",c(-99.135, 23.257222),585,"meters"
"29138",c(-99.229992, 23.085614),1893,"meters"
"29139",c(-99.312822, 23.005244),1482,"meters"
"29140",c(-99.291533, 23.174058),1798,"meters"
"29141",c(-99.291533, 23.174058),1798,"meters"
"29142",c(-99.23713, 23.054583),1716,"meters"
"29143",c(-99.23713, 23.054583),1716,"meters"
"29144",c(-99.274236, 23.041081),1937,"meters"
"29145",c(-99.134444, 23.256389),585,"meters"
"29146",c(-99.134444, 23.256389),585,"meters"
"29147",c(-99.256667, 23.182222),1798,"meters"
"29148",c(-99.268092, 23.169214),1798,"meters"
"29149",c(-99.296853, 23.168139),1798,"meters"
"29150",c(-99.2675, 23.391389),1218,"meters"
"29151",c(-99.331389, 26.508889),141,"meters"
"29152",c(-99.331389, 26.508889),141,"meters"
"29153",c(-99.203611, 23.054444),1137,"meters"
"29154",c(-99.317108, 23.188178),1757,"meters"
"29155",c(-99.317108, 23.188178),1757,"meters"
"29156",c(-100.395833, 25.223333),2826,"meters"
"29157",c(-107.88785, 28.079239),2446,"meters"
"29158",c(-108.056667, 28.113889),2283,"meters"
"29159",c(-96.848333, 19.676944),1794,"meters"
"29160",c(-97.331322, 18.682883),2285,"meters"
"29161",c(-97.318889, 19.862222),1500,"meters"
"29162",c(-97.085833, 17.300556),2039,"meters"
"29163",c(-101.209417, 19.612636),2139,"meters"
"29164",c(-96.225833, 17.233611),1293,"meters"
"29165",c(-96.9375, 19.616667),1450,"meters"
"29166",c(-99.894983, 24.57495),1593,"meters"
"29167",c(-99.105555, 21.39),2107,"meters"
