,Cleaned_NAMES-USE-THIS,Determination_HIST_PIPED,code,fastQ.file.name,Specimen.CODE,singleTip,subgenus,section,clade,lociRetained-2018-07,collectionDate,collectors,CollNum,Georeference_source,country-georef,state_province_georef,County_georef,City_georef,site,livingCollectionsNumber,OrigSourceInfo,Original.Source-.Cultivated,latitude_georef,longitude_georef,voucher1,MOR_Acc_Num,SRA_bioproject_accession,SRA_biosample_accession,SRA_library_ID,SRA_filename,SRA_Run_Accession_RADseq,SRA_Publication,SRA_SEQUENCES.USED.IN,tip
OAKMOR387,Quercus gambelii,Quercus gambelii Nutt.,OAKMOR387,OAK-MOR-387,QUE000134,FALSE,subg. Quercus,Quercus,Dumosae,3454,41100,"Ken Potenberg, Gladys Connolly, Joan Dorrell, Kathy Matejka",IL-MOR-MH092,"Typo? Should be Teller County?  Google earth to Teller County, Colorado",USA,CO,Tiller,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Quercus L-97/68-99 ",145-75*1,collected in Tiller County Colorado U.S.A.,,38.861158,-105.172682,The Morton Arboretum (MOR),174463,PRJNA376740,SAMN06446155,OAK-MOR-387,OAK-MOR-387.fq.gz,SRR5284362,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_gambelii|USA|CO|IL-MOR-MH092|QUE000134
OAKMOR421,Quercus imbricaria,Quercus imbricaria Michx.,OAKMOR421,OAK-MOR-421,QUE000135,FALSE,subg. Quercus,Lobatae,Laurifoliae,4230,41100,"Ken Potenberg, Gladys Connolly, Kathy Matejka, Joan Dorrell",IL-MOR-MH093 ,GPS in provenance info,USA,MO,Franklin,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Quercus:  K-97/37-29 ",1183-2004*2,"collected by: J. C. Trager, Shaw Nature Reserve;  Shaw Nature Reserve and along I-44 roadside in Franklin County Missouri U.S.A.. (38.47375, -90.807083, 663 ft)",F,38.47375,-90.807083,The Morton Arboretum (MOR),174542,PRJNA376740,SAMN07140847,OAK-MOR-421,OAK-MOR-421.fq.gz,SRR5632423,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_imbricaria|USA|MO|IL-MOR-MH093_|QUE000135
OAKMOR342,Quercus bicolor,Quercus bicolor Willd.,OAKMOR342,OAK-MOR-342,QUE000136,FALSE,subg. Quercus,Quercus,Prinoids,3664,41053,"Marlene Hahn, Breane G. Budaitis, , Elsa M. Meza",IL-MOR-MH094,"Google earth to Willow Springs, IL",USA,IL,Cook,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Midwest: N-58/22-22 ",463-84*4,collected along the Des Plaines River near Willow Springs  in Cook County Illinois U.S.A.,F,41.740864,-87.860335,The Morton Arboretum (MOR),174534,PRJNA376740,SAMN06446148,OAK-MOR-342,OAK-MOR-342.fq.gz,SRR5284369,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_bicolor|USA|IL|IL-MOR-MH094|QUE000136
OAKMOR385,Quercus lyrata,Quercus lyrata Walter,OAKMOR385,OAK-MOR-385,QUE000138,FALSE,subg. Quercus,Quercus,Prinoids,3621,41053,"Marlene Hahn, Breane G. Budaitis, , Elsa M. Meza",IL-MOR-MH096,GPS in provenance info,USA,MO,Stoddard,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Quercus: O-96/16-72  ",1133-2004*1,"collected by: Midwest Plant Collecting Collaborative (MWPCC) 2004 Ozark Expedi;  near parking lot in Otter Slough State Conservation Area in Stoddard County Missouri U.S.A.(36.720972, -90.112917, 360 ft)",F,36.720972,-90.112917,The Morton Arboretum (MOR),174540,PRJNA376740,SAMN06446159,OAK-MOR-385,OAK-MOR-385.fq.gz,SRR5284358,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_lyrata|USA|MO|IL-MOR-MH096|QUE000138
OAKMOR520,Quercus petraea,Quercus petraea (Matt.) Liebl.,OAKMOR520,OAK-MOR-520,QUE000139,FALSE,subg. Quercus,Quercus,Roburoids,4874,41053,"Marlene Hahn, Breane G. Budaitis, ",IL-MOR-MH097,GPS in provenance info,Poland,,,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Central Europe: Z-32/78-91 ",35-90*1,"collected on grounds of Lesny Zaklad Doswiadczalny Arboretum  in    Poland. (51.816667, 19.883333, 191 m)",?,51.816667,19.883333,The Morton Arboretum (MOR),174539,PRJNA376740,SAMN06446179,OAK-MOR-520,OAK-MOR-520.fq.gz,SRR5284338,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_petraea|Poland|NA|IL-MOR-MH097|QUE000139
OAKMOR68,Quercus falcata,Quercus falcata Michx.,OAKMOR68,OAK-MOR-68.fq.barcodeStripped,QUE000142,FALSE,subg. Quercus,Lobatae,Laurifoliae,4740,41061,"Marlene Hahn, Breane G. Budaitis",IL-MOR-MH100 ,GPS in provenance info,USA,AR,Cross,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Ozark: R-26/17-01  ",1164-2004*4,"collected by: Midwest Plant Collecting Collaborative (MWPCC) 2004 Ozark Expedi;  Village Creek State Park near visitor center parking lot in Cross County Arkansas U.S.A.. (35.162806, -90.7175, 307 ft)",F,35.162806,-90.7175,The Morton Arboretum (MOR),174536,PRJNA376740,SAMN07140903,OAK-MOR-68,OAK-MOR-68.fq.barcodeStripped.fq.gz,SRR5632422,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_falcata|USA|AR|IL-MOR-MH100_|QUE000142
OAKMOR340,Quercus stellata,Quercus stellata Wangenh.,OAKMOR340,OAK-MOR-340.fq.barcodeStripped,QUE000143,FALSE,subg. Quercus,Quercus,Stellatae,4888,41061,"Marlene Hahn, Breane G. Budaitis",IL-MOR-MH101 ,GPS in provenance info,USA,MO, Phelps,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Ozark: R-25/69-88 ",1137-2004*2,"collected by: Midwest Plant Collecting Collaborative (MWPCC) 2004 Ozark Expedi;  along I-44 and RR at Rosati in Phelps County Missouri U.S.A. (38.034944, -91.520306, 1067 ft)",F,38.034944,-91.520306,The Morton Arboretum (MOR),174543,PRJNA376740,SAMN06446184,OAK-MOR-340,OAK-MOR-340.fq.barcodeStripped.fq.gz,SRR5284333,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_stellata|USA|MO|IL-MOR-MH101_|QUE000143
OAKMOR383,Quercus muehlenbergii,Quercus muehlenbergii Engelm.,OAKMOR383,OAK-MOR-383,QUE000145,FALSE,subg. Quercus,Quercus,Prinoids,5097,41061,"Marlene Hahn, Breane G. Budaitis",IL-MOR-MH103 ,"Google earth to Will County IL, north of River and ~1/2 mile west of Kankakee Co line",USA,IL,Will,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Fagaceae: L-14/05-60 ",570-78*8,"collected by: Connor B. Shaw, Possibility Place Nursery, Inc.;  in campground north of the Kankakee River under spont. plants 1/2 mile west of the Kankakee Co. line in Will County Illinois U.S.A.",F,41.210569,-88.017575,The Morton Arboretum (MOR),174533,PRJNA376740,SAMN06446176,OAK-MOR-383,OAK-MOR-383.fq.gz,SRR5284341,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_muehlenbergii|USA|IL|IL-MOR-MH103_|QUE000145
OAKMOR548,Quercus oglethorpensis,Quercus oglethorpensis Duncan,OAKMOR548,OAK-MOR-548,QUE000146,TRUE,subg. Quercus,Quercus,Stellatae,5544,41061,"Marlene Hahn, Breane G. Budaitis",IL-MOR-MH104 ,"Google Earth, Placed  at ninety Six National Historic Site, which I think = Star Fort. Definitely south of Ninety Six.",USA,SC,Greenwood,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Fagaceae: J-13/13-90 ",980-80*4,collected south of the town of Ninety Six at Star Fort in Greenwood County South Carolina U.S.A.,F,34.142506,-82.016361,The Morton Arboretum (MOR),174565,PRJNA376740,SAMN07140887,OAK-MOR-548,OAK-MOR-548.fq.gz,SRR5632549,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_oglethorpensis|USA|SC|IL-MOR-MH104_|QUE000146
OAKMOR360,Quercus mongolica,Quercus mongolica Fisch. ex Ledeb.,OAKMOR360,OAK-MOR-360,QUE000148,TRUE,subg. Quercus,Quercus,Roburoids,4221,41121,"Ken Potenberg, Kathy Matejka",IL-MOR-MH106,GPS in provenance info,China,Beijing Shi,Miyun,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Quercus M-97/13-55 ",343-94*3,"collected by: North America-China Plant Exploration Consortium (NACPEC) 1994 B;  at Yunmeng Shan (Dense Cloud Mountain), Wuling Shan Preserve in Miyun County Beijing Shi China. (40.58, 116.7375, 1045 m)",F,40.58,116.7375,The Morton Arboretum (MOR),174518,PRJNA376740,SAMN06446172,OAK-MOR-360,OAK-MOR-360.fq.gz,SRR5284345,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_mongolica|China|Beijing_Shi|IL-MOR-MH106|QUE000148
OAKMOR356,Quercus macrocarpa,Quercus macrocarpa Michx.,OAKMOR356,OAK-MOR-356,QUE000150,FALSE,subg. Quercus,Quercus,Prinoids,3864,41101,"Satish Sachdev, Marilyn Carle, Carol DeVries, Edie Moran",IL-MOR-MH108,"Google Earth to Carterville, Missouri",USA,MO,Jasper,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Quercus: N-102/62-67 ",808-51*1,collected by: B. C. Anten near Carterville in Jasper County Missouri U.S.A.,F,37.149225,-94.443003,The Morton Arboretum (MOR),174544,PRJNA376740,SAMN06446161,OAK-MOR-356,OAK-MOR-356.fq.gz,SRR5284356,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_macrocarpa|USA|MO|IL-MOR-MH108|QUE000150
OAKMOR359,Quercus alba,Quercus alba L.,OAKMOR359,OAK-MOR-359,QUE000151,FALSE,subg. Quercus,Quercus,Albae,3843,41101,"Carol DeVries, Marilyn Carle, Satish Sachdev, Edie Moran",IL-MOR-MH109,"Google earth of Anoka, MN.",USA,MN,Anoka,,"The Morton Arboretum (DuPage County, IL, U.S.A.):Quercus L-102/74-14 ",304-94*2,collected by: Dan Keiser;  on a farm  in Anoka County Minnesota U.S.A.,F,45.367983,-93.219304,The Morton Arboretum (MOR),174462,PRJNA376740,SAMN06446142,OAK-MOR-359,OAK-MOR-359.fq.gz,SRR5284375,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_alba|USA|MN|IL-MOR-MH109|QUE000151
OAKMORJW2604,Quercus coccinea,Quercus coccinea Mϋnchh.,OAKMORJW2604,OAK-MOR-JW-2604,QUE000153,TRUE,subg. Quercus,Lobatae,Rubrae,7093,38518,"Andrew Hipp, Jason E. Schlismann",JW2604,,USA,IL,Gallatin,,"Shawnee National Forest, bluffs above Pounds Lake in Pounds Hollow Recreation Area, between Pine ridge Campground and lake.",,,F,37.6154,-88.271083,The Morton Arboretum (MOR),162052,PRJNA376740,SAMN07140925,OAK-MOR-JW-2604,OAK-MOR-JW-2604.fq.gz,SRR5632589,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_coccinea|USA|IL|JW2604|QUE000153
OAKMOR685,Quercus arizonica,Quercus arizonica Sarg.,OAKMOR685,OAK-MOR-685.fq.barcodeStripped,QUE000155,TRUE,subg. Quercus,Quercus,Leucomexicana,3789,41061,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-2,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southwestern Research Station,,,F,31.89723311,-109.2431153,The Morton Arboretum (MOR),174226,PRJNA376740,SAMN07140905,OAK-MOR-685,OAK-MOR-685.fq.barcodeStripped.fq.gz,SRR5632545,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_arizonica|USA|AZ|AZ-CH-2|QUE000155
OAKMOR1227,Quercus rugosa,Quercus rugosa Née,OAKMOR1227,OAK-MOR-1227,QUE000157,FALSE,subg. Quercus,Quercus,Leucomexicana,3978,41061,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-4,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southwestern Research Station,,,F,31.9287862,-109.2431153,The Morton Arboretum (MOR),174219,PRJNA376740,SAMN11229703,OAK-MOR-1227,OAK-MOR-1227.fq.gz,SRR8860640,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_rugosa|USA|AZ|AZ-CH-4|QUE000157
OAKMOR1228,Quercus emoryi,Quercus emoryi Torr.,OAKMOR1228,OAK-MOR-1228,QUE000158,FALSE,subg. Quercus,Lobatae,Erythromexicana,6004,41061,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-5,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southwestern Research Station,,,F,31.97132804,-109.2431153,The Morton Arboretum (MOR),174224,PRJNA376740,SAMN11229597,OAK-MOR-1228,OAK-MOR-1228.fq.gz,SRR8860676,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_emoryi|USA|AZ|AZ-CH-5|QUE000158
OAKMOR537,Quercus turbinella,Quercus turbinella Greene,OAKMOR537,OAK-MOR-537,QUE000159,FALSE,subg. Quercus,Quercus,Leucomexicana,4893,41061,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-6,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southwestern Research Station,,,F,32.15897304,-109.2431153,The Morton Arboretum (MOR),174227,PRJNA376740,SAMN07140883,OAK-MOR-537,OAK-MOR-537.fq.gz,SRR5632547,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_turbinella|USA|AZ|AZ-CH-6|QUE000159
OAKMOR365,Quercus toumeyi,Quercus toumeyi Sarg.,OAKMOR365,OAK-MOR-365,QUE000160,TRUE,subg. Quercus,Quercus,Leucomexicana,5567,41062,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-7,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southern portion in Rucker Canyon,,,F,31.890411,-109.2431153,The Morton Arboretum (MOR),174238,PRJNA376740,SAMN07140828,OAK-MOR-365,OAK-MOR-365.fq.gz,SRR5632438,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_toumeyi|USA|AZ|AZ-CH-7|QUE000160
OAKMOR1235,Quercus grisea,Affinity Q. arizonica/Q. grisea|Quercus grisea Liebm.,OAKMOR1235,OAK-MOR-1235,QUE000161,FALSE,subg. Quercus,Quercus,Leucomexicana,4858,41062,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-8,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southern portion in Rucker Canyon,,,F,31.93183721,-109.2431153,The Morton Arboretum (MOR),174225,PRJNA376740,SAMN11229613,OAK-MOR-1235,OAK-MOR-1235.fq.gz,SRR8860563,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_grisea|USA|AZ|AZ-CH-8|QUE000161
OAKMOR361,Quercus emoryi,Quercus emoryi Torr.,OAKMOR361,OAK-MOR-361,QUE000162,FALSE,subg. Quercus,Lobatae,Erythromexicana,5779,41062,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-9,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southern portion in Rucker Canyon,,,F,31.67497999,-109.2431153,The Morton Arboretum (MOR),174222,PRJNA376740,SAMN11229598,OAK-MOR-361,OAK-MOR-361.fq.gz,SRR8860645,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_emoryi|USA|AZ|AZ-CH-9|QUE000162
OAKMOR362,Quercus grisea,Quercus grisea Liebm.,OAKMOR362,OAK-MOR-362,QUE000163,TRUE,subg. Quercus,Quercus,Leucomexicana,6009,41062,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-10,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southern portion in Rucker Canyon,,,F,31.68515914,-109.2431153,The Morton Arboretum (MOR),174221,PRJNA376740,SAMN07140827,OAK-MOR-362,OAK-MOR-362.fq.gz,SRR5632439,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_grisea|USA|AZ|AZ-CH-10|QUE000163
OAKMOR546,Quercus gambelii,Quercus gambelii Nutt.,OAKMOR546,OAK-MOR-546,QUE000164,FALSE,subg. Quercus,Quercus,Dumosae,4625,41062,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-11,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southern portion in Rucker Canyon,,,F,31.75663448,-109.2431153,The Morton Arboretum (MOR),174218,PRJNA376740,SAMN06446156,OAK-MOR-546,OAK-MOR-546.fq.gz,SRR5284361,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_gambelii|USA|AZ|AZ-CH-11|QUE000164
OAKMOR410,Quercus hypoleucoides,Quercus hypoleucoides A. Camus,OAKMOR410,OAK-MOR-410,QUE000165,FALSE,subg. Quercus,Lobatae,Erythromexicana,4426,41062,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-12,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southern portion in Rucker Canyon,,,F,31.75647824,-109.2431153,The Morton Arboretum (MOR),174236,PRJNA376740,SAMN07140840,OAK-MOR-410,OAK-MOR-410.fq.gz,SRR5632420,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_hypoleucoides|USA|AZ|AZ-CH-12|QUE000165
OAKMOR411,Quercus toumeyi,Quercus toumeyi Sarg.,OAKMOR411,OAK-MOR-411,QUE000166,FALSE,subg. Quercus,Quercus,Leucomexicana,5212,41062,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-13,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southern portion in Rucker Canyon,,,F,31.76769306,-109.2431153,The Morton Arboretum (MOR),174223,PRJNA376740,SAMN07140841,OAK-MOR-411,OAK-MOR-411.fq.gz,SRR5632620,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_toumeyi|USA|AZ|AZ-CH-13|QUE000166
OAKMOR412,Quercus grisea,Q. grisea?|Quercus grisea Liebm.,OAKMOR412,OAK-MOR-412,QUE000167,FALSE,subg. Quercus,Quercus,Leucomexicana,3796,41062,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, Jeanne Romero-Severson, & Beth Fallon",AZ-CH-14,wild collected- GPS,USA,AZ,,,Chiracauha Mountains Southern portion in Rucker Canyon,,,F,31.76794686,-109.2431153,The Morton Arboretum (MOR),174220,PRJNA376740,SAMN11229614,OAK-MOR-412,OAK-MOR-412.fq.gz,SRR8860564,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_grisea|USA|AZ|AZ-CH-14|QUE000167
OAKMOR413,Quercus arizonica,Quercus arizonica Sarg.,OAKMOR413,OAK-MOR-413,QUE000168,FALSE,subg. Quercus,Quercus,Leucomexicana,3806,41063,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, & Jeanne Romero-Severson",AZ-HU-15,wild collected- GPS,USA,AZ,,,Huachuca Mountains - Carr Canyon Road,,,F,31.44959506,-109.2431153,The Morton Arboretum (MOR),174229,PRJNA376740,SAMN06446146,OAK-MOR-413,OAK-MOR-413.fq.gz,SRR5284371,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_arizonica|USA|AZ|AZ-HU-15|QUE000168
OAKMOR414,Quercus emoryi,Quercus emoryi Torr.,OAKMOR414,OAK-MOR-414,QUE000169,FALSE,subg. Quercus,Lobatae,Erythromexicana,4969,41063,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, & Jeanne Romero-Severson",AZ-HU-16,wild collected- GPS,USA,AZ,,,Huachuca Mountains - Carr Canyon Road,,,F,31.44959506,-109.2431153,The Morton Arboretum (MOR),174231,PRJNA376740,SAMN07140842,OAK-MOR-414,OAK-MOR-414.fq.gz,SRR5632488,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hauser et al. 2017. AJB (Agrifoliae); Hipp et al., 2019 (Oaks of the World)",Quercus_emoryi|USA|AZ|AZ-HU-16|QUE000169
OAKMOR415,Quercus chrysolepis,Quercus chrysolepis Liebm.,OAKMOR415,OAK-MOR-415,QUE000170,FALSE,subg. Quercus,Protobalanus,,4485,41063,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, & Jeanne Romero-Severson",AZ-HU-17,wild collected- GPS,USA,AZ,,,Huachuca Mountains - Carr Canyon Road,,,F,31.43347498,-109.2431153,The Morton Arboretum (MOR),174230,PRJNA376740,SAMN06446151,OAK-MOR-415,OAK-MOR-415.fq.gz,SRR5284366,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hauser et al. 2017. AJB (Agrifoliae); Hipp et al., 2019 (Oaks of the World)",Quercus_chrysolepis|USA|AZ|AZ-HU-17|QUE000170
OAKMOR118,Quercus rugosa,Quercus rugosa Née,OAKMOR118,OAK-MOR-118,QUE000171,FALSE,subg. Quercus,Quercus,Leucomexicana,4590,41063,"Andrew Hipp, Paul Manos, Jeannine Cavender-Bares, & Jeanne Romero-Severson",AZ-HU-18,wild collected- GPS,USA,AZ,,,Huachuca Mountains - Carr Canyon Road,,,F,31.43347498,-109.2431153,The Morton Arboretum (MOR),174233,PRJNA376740,SAMN11229704,OAK-MOR-118,OAK-MOR-118.fq.gz,SRR8860639,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_rugosa|USA|AZ|AZ-HU-18|QUE000171
